epoch,train_loss,val_loss,val_acc_top1,val_acc_top2,val_acc_top3,val_macro_f1
1,0.5111231035813012,0.48698903516901687,0.9100173711776733,0.9637086987495422,0.9853343367576599,0.881513115899891
2,0.3259603295928538,0.49616692376142707,0.9045488238334656,0.9495401382446289,0.9766343235969543,0.871040815546512
3,0.3184062624733961,0.4861084103376866,0.9120059609413147,0.9604772329330444,0.9788714647293091,0.884572166718551
4,0.3154487377319439,0.47986486646745624,0.9095202684402466,0.9594829678535461,0.9818543195724487,0.8848662341452558
5,0.31150073447316257,0.497673634833256,0.9067859649658203,0.9560030102729797,0.972408652305603,0.8738636021368352
6,0.30996965329318665,0.4918694833366248,0.9062888622283936,0.9587372541427612,0.9788714647293091,0.8772065976311199
7,0.3082047416454252,0.5150044289744674,0.9010688662528992,0.9428287148475647,0.9676858186721802,0.8665278807786093
8,0.3077354862579946,0.5505506721504168,0.9020631313323975,0.9254288077354431,0.9368630647659302,0.8648577410162478
